Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2950000,0.2751208,0.02437059,153.296875,0.21866143448278308,0.21866143448278308,1.0
2960000,0.28467205,0.025810814,179.34,-0.010869306676528034,-0.010869306676528034,1.0
2970000,0.29089293,0.028899994,179.35,0.06553669501159151,0.06553669501159151,1.0
2980000,0.23834482,0.018972127,147.8135593220339,-0.04750002498428027,-0.04750002498428027,1.0
2990000,0.23924573,0.022777349,180.24137931034483,0.07878158241510391,0.07878158241510391,1.0
3000000,0.2486301,0.016737327,162.52727272727273,0.04960603077303279,0.04960603077303279,1.0
3010000,0.22015497,-0.00013841833,258.7674418604651,-0.30170546853265096,-0.30170546853265096,1.0
3020000,0.24322674,0.012380036,177.17857142857142,-0.02713452946198614,-0.02713452946198614,1.0
3030000,0.26701978,0.0113251,156.83076923076922,0.060808711853183685,0.060808711853183685,1.0
3040000,0.24320216,0.0121341245,210.12765957446808,-0.1368800327181816,-0.1368800327181816,1.0
3050000,0.24487525,0.010524067,190.11764705882354,-0.030666690977180704,-0.030666690977180704,1.0
3060000,0.23578049,0.009493141,169.859649122807,0.04769537238211467,0.04769537238211467,1.0
3070000,0.23311043,0.012985813,161.81967213114754,0.09725552884240946,0.09725552884240946,1.0
3080000,0.20089328,0.008586952,164.67796610169492,0.0462610837072134,0.0462610837072134,1.0
3090000,0.22328405,0.00818375,206.64583333333334,-0.12809031161790094,-0.12809031161790094,1.0
3100000,0.22116485,0.007506843,173.92307692307693,0.05012176730311834,0.05012176730311834,1.0
3110000,0.23691554,0.014978469,185.50819672131146,0.03798886053264141,0.03798886053264141,1.0
3120000,0.25638476,0.020018762,198.42857142857142,0.16050385008024615,0.16050385008024615,1.0
3130000,0.25341436,0.021894714,207.7719298245614,-0.16834506000343122,-0.16834506000343122,1.0
3140000,0.2661407,0.019597506,174.9245283018868,0.003967921607769453,0.003967921607769453,1.0
3150000,0.22995447,0.021159234,185.33928571428572,0.011801146362957201,0.011801146362957201,1.0
3160000,0.2509936,0.0138077885,195.72,-0.007102073151238111,-0.007102073151238111,1.0
3170000,0.25957584,0.018172657,170.63793103448276,0.07133905384047277,0.07133905384047277,1.0
3180000,0.23008746,0.016173137,224.3111111111111,-0.09507974512551141,-0.09507974512551141,1.0
3190000,0.26007417,0.025785677,163.37037037037038,0.06945059462277978,0.06945059462277978,1.0
3200000,0.20863675,0.014768082,198.04,-0.062273362278938295,-0.062273362278938295,1.0
3210000,0.20831792,0.011257055,215.21153846153845,-0.0365098413883471,-0.0365098413883471,1.0
3220000,0.22354513,0.01565242,207.91489361702128,-0.035138918397327266,-0.035138918397327266,1.0
3230000,0.23003879,0.02115233,171.53333333333333,0.08510552321871122,0.08510552321871122,1.0
3240000,0.22704348,0.025757944,151.984375,0.1239687231136486,0.1239687231136486,1.0
3250000,0.2151563,0.016234085,186.47169811320754,0.046897403752574555,0.046897403752574555,1.0
3260000,0.2507032,0.024987765,174.0,0.026225959850569903,0.026225959850569903,1.0
3270000,0.251403,0.016214048,166.80357142857142,0.012479503818771295,0.012479503818771295,1.0
3280000,0.21614835,0.009935498,212.26190476190476,-0.13657939913017408,-0.13657939913017408,1.0
3290000,0.21563461,0.010920531,195.8,0.018547993342755205,0.018547993342755205,1.0
3300000,0.21488266,0.009102113,175.75471698113208,0.09670437675602031,0.09670437675602031,1.0
3310000,0.19800544,0.016633619,214.9591836734694,-0.11293880915155216,-0.11293880915155216,1.0
3320000,0.21748656,0.022723483,169.27272727272728,0.011793911863457072,0.011793911863457072,1.0
3330000,0.21573165,0.015925499,168.05263157894737,-0.11810347630546011,-0.11810347630546011,1.0
3340000,0.15946834,0.0076853405,192.59615384615384,-0.0027692634612321854,-0.0027692634612321854,1.0
3350000,0.20883983,0.0071844743,193.0754716981132,0.09717945510951373,0.09717945510951373,1.0
3360000,0.2279067,0.008970237,187.11764705882354,0.07201304418199203,0.07201304418199203,1.0
3370000,0.2263083,0.014256225,180.03333333333333,0.06373767457047447,0.06373767457047447,1.0
3380000,0.20225804,0.00613193,203.11363636363637,0.042108500073122425,0.042108500073122425,1.0
3390000,0.19927114,0.011384874,201.28301886792454,-0.06169185590631557,-0.06169185590631557,1.0
3400000,0.17662892,0.0029450115,246.47368421052633,-0.22700880526712067,-0.22700880526712067,1.0
3410000,0.17643796,-0.00065754453,185.0185185185185,-0.0417212418534539,-0.0417212418534539,1.0
3420000,0.20133151,0.014178735,183.75806451612902,-0.008091431111097336,-0.008091431111097336,1.0
3430000,0.18383192,0.017567482,159.63793103448276,0.2201896253330954,0.2201896253330954,1.0
3440000,0.19006893,0.017796349,220.92105263157896,-0.026368456059380582,-0.026368456059380582,1.0
3450000,0.20028682,0.024650501,187.32758620689654,0.03545973835320308,0.03545973835320308,1.0
3460000,0.15322062,0.005585513,218.95652173913044,-0.15697781278027428,-0.15697781278027428,1.0
3470000,0.18920772,0.019777093,197.0,0.024191323943712092,0.024191323943712092,1.0
3480000,0.19941616,0.021276154,177.63793103448276,-0.04167818830444895,-0.04167818830444895,1.0
3490000,0.21342625,0.01666421,196.27083333333334,-0.015680585522204638,-0.015680585522204638,1.0
3500000,0.19087377,0.011855917,175.51724137931035,0.038413765101597226,0.038413765101597226,1.0
3510000,0.19968006,0.018328749,167.30645161290323,0.023220402819495046,0.023220402819495046,1.0
3520000,0.20331995,0.012390015,159.1578947368421,0.13651188063834394,0.13651188063834394,1.0
3530000,0.22064586,0.014393996,178.84126984126985,-0.06614817702581012,-0.06614817702581012,1.0
3540000,0.22349492,0.021591943,170.58490566037736,-0.04311323179951254,-0.04311323179951254,1.0
3550000,0.1825363,0.004987872,203.5,-0.02053491459336392,-0.02053491459336392,1.0
3560000,0.21014027,0.0051383134,193.37254901960785,-0.096817024928682,-0.096817024928682,1.0
3570000,0.2281406,0.01471982,161.5151515151515,-0.023892332728092488,-0.023892332728092488,1.0
3580000,0.17989488,0.0026110925,257.44736842105266,-0.27264038983144256,-0.27264038983144256,1.0
3590000,0.1786563,0.0027160714,209.85416666666666,-0.14612928458622523,-0.14612928458622523,1.0
3600000,0.18947402,-0.0040076524,241.97674418604652,-0.10703178353252865,-0.10703178353252865,1.0
3610000,0.18723726,0.0033453729,206.45238095238096,-0.05770545435506244,-0.05770545435506244,1.0
3620000,0.22389404,0.018855575,204.43396226415095,-0.1148013137280941,-0.1148013137280941,1.0
3630000,0.2330678,0.013065741,178.76363636363635,-0.06042426987127824,-0.06042426987127824,1.0
3640000,0.2344957,0.005230206,215.125,-0.08624493345922353,-0.08624493345922353,1.0
3650000,0.18187426,0.00056632183,235.55555555555554,0.06329542432319034,0.06329542432319034,1.0
3660000,0.2017856,0.0067361896,191.46938775510205,0.002928074084076227,0.002928074084076227,1.0
3670000,0.21487124,0.009480392,188.20754716981133,-0.12469875182096775,-0.12469875182096775,1.0
3680000,0.18593845,0.018565334,177.73214285714286,-0.08759652274219613,-0.08759652274219613,1.0
3690000,0.15798631,0.0028145404,235.64285714285714,-0.1762778131025178,-0.1762778131025178,1.0
3700000,0.17130129,-0.0038507811,211.30434782608697,-0.16340003559986752,-0.16340003559986752,1.0
3710000,0.18001373,0.0023335263,189.26666666666668,-0.0029858431600509805,-0.0029858431600509805,1.0
3720000,0.21305385,0.0059338217,193.29310344827587,-0.026431062868956863,-0.026431062868956863,1.0
3730000,0.18036404,0.00046591638,199.52083333333334,-0.09880955471676223,-0.09880955471676223,1.0
3740000,0.18679851,0.002994447,190.6315789473684,-0.05414288930062737,-0.05414288930062737,1.0
3750000,0.19526614,0.008751589,167.32692307692307,0.19008971793720356,0.19008971793720356,1.0
3760000,0.1692499,0.0056326394,209.95652173913044,0.020496424049773115,0.020496424049773115,1.0
3770000,0.1884309,-0.0023838198,184.109375,0.04152774885296821,0.04152774885296821,1.0
3780000,0.18680304,0.016117336,157.07407407407408,0.08899997277506466,0.08899997277506466,1.0
3790000,0.16064976,0.013833877,189.01724137931035,0.04211107948247124,0.04211107948247124,1.0
3800000,0.15648142,0.0022289767,252.27027027027026,-0.23334094509482384,-0.23334094509482384,1.0
3810000,0.19660091,0.015563438,179.3090909090909,-0.062442456863143224,-0.062442456863143224,1.0
3820000,0.20274945,0.016153514,196.5438596491228,0.025988278420347916,0.025988278420347916,1.0
3830000,0.2013825,0.013228823,202.22727272727272,0.019511593115884206,0.019511593115884206,1.0
3840000,0.1455248,0.011680931,191.98039215686273,0.1305555317039583,0.1305555317039583,1.0
3850000,0.17866564,0.0117154615,183.08,-0.03577127176172593,-0.03577127176172593,1.0
3860000,0.17658862,0.01404224,218.55102040816325,-0.06560003489255906,-0.06560003489255906,1.0
3870000,0.17746544,0.02256123,231.9512195121951,-0.009571463224433717,-0.009571463224433717,1.0
3880000,0.18097682,0.014961533,181.68333333333334,-0.02526114583015442,-0.02526114583015442,1.0
3890000,0.1770245,0.012336787,227.61363636363637,-0.08501518314534967,-0.08501518314534967,1.0
3900000,0.15629227,0.0012638965,198.54166666666666,-0.1531844289695963,-0.1531844289695963,1.0
3910000,0.15005216,-0.000758516,211.45652173913044,-0.14123407355014314,-0.14123407355014314,1.0
3920000,0.17211042,0.0060712257,185.19230769230768,-0.03021156730560156,-0.03021156730560156,1.0
3930000,0.1840395,0.012645436,156.05714285714285,0.1078115720031918,0.1078115720031918,1.0
3940000,0.1994719,0.011641734,217.04761904761904,-0.07070546025453611,-0.07070546025453611,1.0
3950000,0.18530664,0.018975327,156.0,0.16689781988820723,0.16689781988820723,1.0
3960000,0.16228192,0.013279673,164.5593220338983,0.053700539393950315,0.053700539393950315,1.0
3970000,0.18343642,0.018942466,199.50877192982455,0.04007735502507005,0.04007735502507005,1.0
3980000,0.23130491,0.028278438,175.48076923076923,0.18642764988372912,0.18642764988372912,1.0
3990000,0.2058611,0.023734175,144.70422535211267,0.10339812230732706,0.10339812230732706,1.0
4000000,0.1595163,0.02237031,198.9777777777778,-0.0936288179999048,-0.0936288179999048,1.0
4010000,0.19159637,0.02349601,179.76666666666668,-0.08663891640802225,-0.08663891640802225,1.0
4020000,0.20127973,0.022820665,177.1509433962264,0.04680244321072543,0.04680244321072543,1.0
4030000,0.17638567,0.014432844,164.40983606557376,0.021427747358878455,0.021427747358878455,1.0
4040000,0.17979313,0.015821084,185.7719298245614,0.012321606539843375,0.012321606539843375,1.0
4050000,0.20103098,0.017429601,176.16666666666666,0.1280061421846902,0.1280061421846902,1.0
4060000,0.17106298,0.011560728,191.08474576271186,-0.12364410141767082,-0.12364410141767082,1.0
4070000,0.17097005,0.019203698,152.0677966101695,0.1780444168796142,0.1780444168796142,1.0
4080000,0.18257985,0.023602858,166.93333333333334,0.09427219654122988,0.09427219654122988,1.0
4090000,0.2060458,0.03344013,150.8548387096774,0.07287975986961459,0.07287975986961459,1.0
4100000,0.18789366,0.029502675,154.63768115942028,0.05849997848272324,0.05849997848272324,1.0
4110000,0.16738959,0.019577054,191.47727272727272,-0.08236366662789475,-0.08236366662789475,1.0
4120000,0.18988684,0.030576995,141.22972972972974,0.11590219755967458,0.11590219755967458,1.0
4130000,0.14527613,0.013442782,198.56,-0.03338003665208816,-0.03338003665208816,1.0
4140000,0.18440285,0.02599666,150.8450704225352,0.09732854291796685,0.09732854291796685,1.0
4150000,0.18672676,0.026636124,149.56060606060606,0.13789896712158667,0.13789896712158667,1.0
4160000,0.1853989,0.021085821,191.64583333333334,-0.07155785420719459,-0.07155785420719459,1.0
4170000,0.13519175,0.012523334,221.24444444444444,-0.09839262846443388,-0.09839262846443388,1.0
4180000,0.1741501,0.023415662,185.66666666666666,0.010787847096269782,0.010787847096269782,1.0
4190000,0.18863204,0.0331425,157.92592592592592,0.13344825277554578,0.13344825277554578,1.0
4200000,0.17201515,0.020649057,164.7846153846154,0.05044612930371211,0.05044612930371211,1.0
4210000,0.17785044,0.019230684,169.03773584905662,-0.002376569503987277,-0.002376569503987277,1.0
4220000,0.18381977,0.01603501,176.56451612903226,0.06515844459416437,0.06515844459416437,1.0
4230000,0.16276546,0.012062059,217.6818181818182,-0.011545485562898895,-0.011545485562898895,1.0
4240000,0.15744764,0.013240895,184.56,0.08807840388195187,0.08807840388195187,1.0
4250000,0.18810269,0.024434952,172.58333333333334,-0.026480902535993545,-0.026480902535993545,1.0
4260000,0.16277371,0.016046194,183.30357142857142,0.06938179189508611,0.06938179189508611,1.0
4270000,0.14404774,0.015158038,158.328125,0.024102538938705738,0.024102538938705738,1.0
4280000,0.15402743,0.014085923,153.72131147540983,0.09841664085785548,0.09841664085785548,1.0
4290000,0.17887013,0.0137789,171.08620689655172,-0.015683645666655848,-0.015683645666655848,1.0
4300000,0.16815072,0.010533383,216.33333333333334,-0.0213971975001883,-0.0213971975001883,1.0
4310000,0.18698925,0.02365604,183.27272727272728,0.19381544792226382,0.19381544792226382,1.0
4320000,0.17330532,0.018762194,196.0,0.012653304487466812,0.012653304487466812,1.0
4330000,0.16011864,0.014619994,201.6734693877551,-0.10093059095864494,-0.10093059095864494,1.0
4340000,0.17193532,0.02457493,141.2537313432836,0.045189029022828855,0.045189029022828855,1.0
4350000,0.17699419,0.013957926,151.52702702702703,0.0009599735339482625,0.0009599735339482625,1.0
4360000,0.17640778,0.0142680835,157.38181818181818,0.01598785086111589,0.01598785086111589,1.0
4370000,0.1697169,0.012104704,204.19230769230768,0.12410253286361694,0.12410253286361694,1.0
4380000,0.15292487,0.00808144,174.20408163265307,-0.00590974868585666,-0.00590974868585666,1.0
4390000,0.15723509,0.0023549611,211.07407407407408,-0.1207107257730556,-0.1207107257730556,1.0
4400000,0.16693226,0.02678086,171.35849056603774,-0.023387902568687093,-0.023387902568687093,1.0
4410000,0.16600901,0.013491424,193.37735849056602,0.048955944068026995,0.048955944068026995,1.0
4420000,0.16088405,0.017348137,181.0983606557377,0.13569441152115663,0.13569441152115663,1.0
4430000,0.1658777,0.01986169,149.80701754385964,0.055339157581329346,0.055339157581329346,1.0
4440000,0.14007999,0.025182372,173.6949152542373,0.19843886494636537,0.19843886494636537,1.0
4450000,0.15976678,0.020948986,188.71153846153845,0.01070510194851802,0.01070510194851802,1.0
4460000,0.18100475,0.029188335,185.88679245283018,0.10167921404793577,0.10167921404793577,1.0
4470000,0.2004058,0.034136996,162.125,0.06781768146902323,0.06781768146902323,1.0
4480000,0.1781138,0.03167843,147.47058823529412,0.034362721092560715,0.034362721092560715,1.0
4490000,0.14507683,0.023478612,147.135593220339,-0.026649741676904388,-0.026649741676904388,1.0
4500000,0.18594171,0.012690426,206.51785714285714,-0.13576193539691822,-0.13576193539691822,1.0
4510000,0.19408296,0.020737125,140.32203389830508,0.06537775198618571,0.06537775198618571,1.0
4520000,0.17822167,0.008347755,174.4375,0.12529097580247456,0.12529097580247456,1.0
4530000,0.19114928,0.010067027,171.0185185185185,0.09242421442812139,0.09242421442812139,1.0
4540000,0.1806674,0.020716963,198.01960784313727,-0.0511176735162735,-0.0511176735162735,1.0
4550000,0.17047359,0.029937236,172.52459016393442,0.053196697694356324,0.053196697694356324,1.0
4560000,0.16314726,0.01592281,189.11764705882354,0.013758142058755838,0.013758142058755838,1.0
4570000,0.16218053,0.017210504,194.37735849056602,-0.0005416908922294775,-0.0005416908922294775,1.0
4580000,0.15258746,0.012027031,178.14285714285714,-0.045388917404192465,-0.045388917404192465,1.0
4590000,0.14603642,0.003692429,229.27083333333334,-0.14013198235382637,-0.14013198235382637,1.0
4600000,0.14837228,0.01269425,166.36206896551724,-0.033795349953467384,-0.033795349953467384,1.0
4610000,0.13921726,0.01053546,170.42105263157896,0.015109168558285153,0.015109168558285153,1.0
4620000,0.15205427,0.012609633,164.9655172413793,0.19974266672343538,0.19974266672343538,1.0
4630000,0.15594089,0.010115863,212.52,-0.020526694506406783,-0.020526694506406783,1.0
4640000,0.16665298,0.03146163,162.135593220339,0.06485553060968717,0.06485553060968717,1.0
4650000,0.14525533,0.014452367,201.93333333333334,-0.16194077481826147,-0.16194077481826147,1.0
4660000,0.119098686,0.01056499,170.46666666666667,0.09215552434325218,0.09215552434325218,1.0
4670000,0.15861441,0.01591405,165.48529411764707,0.02683579376829204,0.02683579376829204,1.0
4680000,0.1596563,0.008946066,198.6086956521739,-0.027709253607912265,-0.027709253607912265,1.0
4690000,0.16556507,0.016535271,224.21153846153845,-0.018888919376859478,-0.018888919376859478,1.0
4700000,0.17105508,0.023659587,176.9,0.02716663956642151,0.02716663956642151,1.0
4710000,0.18168843,0.028591765,174.01724137931035,0.06911861618696633,0.06911861618696633,1.0
4720000,0.14473605,0.008133105,210.24444444444444,-0.17858521772755517,-0.17858521772755517,1.0
4730000,0.16862896,0.023510525,151.40677966101694,0.11235590885251255,0.11235590885251255,1.0
4740000,0.16671523,0.012913186,212.34782608695653,-0.07280437858856242,-0.07280437858856242,1.0
4750000,0.15786675,0.011517897,181.24137931034483,-0.028707630801619144,-0.028707630801619144,1.0
4760000,0.17845936,0.0168938,177.25806451612902,-0.06338627056943046,-0.06338627056943046,1.0
4770000,0.16007057,0.013927709,182.5,-0.027270471431174368,-0.027270471431174368,1.0
4780000,0.13288213,0.009580443,187.8,-0.0605617598802955,-0.0605617598802955,1.0
4790000,0.1419223,0.00011885516,196.71428571428572,-0.0650408432191732,-0.0650408432191732,1.0
4800000,0.17477626,0.006846402,171.4915254237288,-0.020822251091400783,-0.020822251091400783,1.0
4810000,0.1719942,0.016677974,176.01639344262296,-0.023111135885119437,-0.023111135885119437,1.0
4820000,0.15575705,0.01264852,179.51063829787233,0.0004096940780679385,0.0004096940780679385,1.0
4830000,0.1640901,0.007856049,182.54098360655738,0.05927865793470476,0.05927865793470476,1.0
4840000,0.16830361,0.018661873,175.67857142857142,0.14851783136171953,0.14851783136171953,1.0
4850000,0.15145619,0.016879955,183.9795918367347,0.03403997197747231,0.03403997197747231,1.0
4860000,0.13243447,0.012909035,211.6122448979592,-0.013541698455810547,-0.013541698455810547,1.0
4870000,0.11969981,0.014935034,185.20754716981133,-0.11554941452211803,-0.11554941452211803,1.0
4880000,0.14497514,0.011664694,198.6875,0.03556734355206185,0.03556734355206185,1.0
4890000,0.16003606,0.01678867,186.77358490566039,-0.08820990721384685,-0.08820990721384685,1.0
4900000,0.1414406,0.012592329,172.43076923076924,0.0410155993886292,0.0410155993886292,1.0
4910000,0.14524719,0.007536128,195.1304347826087,-0.07640280729780595,-0.07640280729780595,1.0
4920000,0.16135778,0.016219532,202.06521739130434,0.03914489548491395,0.03914489548491395,1.0
4930000,0.18402663,0.019378832,175.1846153846154,0.011453096754848957,0.011453096754848957,1.0
4940000,0.17101385,0.009684667,193.16326530612244,0.06863191351294518,0.06863191351294518,1.0
4950000,0.13289207,0.008363825,233.69230769230768,-0.08213337026536464,-0.08213337026536464,1.0
4960000,0.15326479,0.01309144,192.2295081967213,-0.04322810000494907,-0.04322810000494907,1.0
4970000,0.13345864,0.012497745,180.2608695652174,0.07830062654672884,0.07830062654672884,1.0
4980000,0.17187627,0.009424047,209.0,-0.10848369054934558,-0.10848369054934558,1.0
4990000,0.16702312,0.0125741735,169.07407407407408,0.08208022266626358,0.08208022266626358,1.0
5000000,0.14592512,0.009099741,218.50980392156862,-0.04204003274440765,-0.04204003274440765,1.0
