Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
790000,3.4189382,5.138991389913899,3.4763606,0.39901780233271944,0.39901780233271944,1.0
800000,3.4189382,5.148399014778325,3.4739,0.4157441574415744,0.4157441574415744,1.0
810000,3.4189382,5.031400966183575,3.4544985,0.4191797346200241,0.4191797346200241,1.0
820000,3.418938,5.114443084455324,3.453202,0.40305810397553515,0.40305810397553515,1.0
830000,3.4189382,5.076642335766423,3.4324136,0.41033434650455924,0.41033434650455924,1.0
840000,3.418938,5.112667478684531,3.4321823,0.403787416004887,0.403787416004887,1.0
850000,3.418938,5.112201103617412,3.410111,0.401954795357361,0.401954795357361,1.0
860000,3.4189382,5.187228766274024,3.410111,0.4121287128712871,0.4121287128712871,1.0
870000,3.418938,5.043504531722054,3.3884182,0.43746223564954684,0.43746223564954684,1.0
880000,3.4189382,5.097069597069597,3.3876164,0.4121951219512195,0.4121951219512195,1.0
890000,3.4189382,5.213930348258707,3.366909,0.37973896830329396,0.37973896830329396,1.0
900000,3.418938,5.002999400119976,3.3649662,0.4097180563887223,0.4097180563887223,1.0
910000,3.4189382,5.194789081885856,3.3450875,0.4045848822800496,0.4045848822800496,1.0
920000,3.4189382,5.0840438489646775,3.342049,0.40596469872185026,0.40596469872185026,1.0
930000,3.4189382,5.179740580605312,3.3232067,0.410129709697344,0.410129709697344,1.0
940000,3.4189382,5.076080340839927,3.3189733,0.3981762917933131,0.3981762917933131,1.0
950000,3.418938,5.143120393120393,3.3009994,0.39901780233271944,0.39901780233271944,1.0
960000,3.418938,5.1749072929542645,3.2957356,0.40333539221741815,0.40333539221741815,1.0
970000,3.418938,5.090133982947624,3.2788682,0.42413162705667273,0.42413162705667273,1.0
980000,3.418938,5.147258163894024,3.2722979,0.3934929404542664,0.3934929404542664,1.0
990000,3.418938,5.125153374233129,3.2566164,0.4127372933251684,0.4127372933251684,1.0
1000000,3.4189382,5.110771113831089,3.2487178,0.3973105134474328,0.3973105134474328,1.0
1010000,3.4189382,5.058894960534305,3.234073,0.4179285281647486,0.4179285281647486,1.0
1020000,3.418938,5.267543859649122,3.2250133,0.39223057644110276,0.39223057644110276,1.0
1030000,3.418938,5.202979515828678,3.2113786,0.38337468982630274,0.38337468982630274,1.0
1040000,3.4189382,5.042270531400966,3.2011225,0.41293833131801694,0.41293833131801694,1.0
1050000,3.418938,5.0271739130434785,3.1886263,0.42168674698795183,0.42168674698795183,1.0
1060000,3.4189382,5.133824432166974,3.1770856,0.4147239263803681,0.4147239263803681,1.0
1070000,3.4189382,5.105070250458155,3.1656747,0.4194139194139194,0.4194139194139194,1.0
1080000,3.4189382,5.106487148102815,3.1529675,0.40476190476190477,0.40476190476190477,1.0
1090000,3.418938,5.049666868564507,3.1425362,0.41560798548094374,0.41560798548094374,1.0
1100000,3.4189382,5.0785627283800245,3.1287153,0.4188449848024316,0.4188449848024316,1.0
1110000,3.418938,5.019300361881785,3.119441,0.4214328717639976,0.4214328717639976,1.0
1120000,3.418938,5.084652862362972,3.1043792,0.38344491783323187,0.38344491783323187,1.0
1130000,3.4189382,5.11573790569504,3.096073,0.40611620795107034,0.40611620795107034,1.0
1140000,3.4189382,5.094454600853139,3.0798209,0.4121951219512195,0.4121951219512195,1.0
1150000,3.418938,5.056969696969697,3.0727327,0.4194915254237288,0.4194915254237288,1.0
1160000,3.418938,5.12385039852851,3.055168,0.40722596448254744,0.40722596448254744,1.0
1170000,3.418938,5.09390243902439,3.0492923,0.40950639853747717,0.40950639853747717,1.0
1180000,3.4189382,5.128834355828221,3.0304444,0.39914163090128757,0.39914163090128757,1.0
1190000,3.4189382,5.0362537764350455,3.0258226,0.4339167169583585,0.4339167169583585,1.0
1200000,3.418938,5.110635696821516,3.005662,0.41967012828344535,0.41967012828344535,1.0
1210000,3.4189382,5.121249234537661,3.0022137,0.41370869033047736,0.41370869033047736,1.0
1220000,3.418938,5.102564102564102,2.9808424,0.40939597315436244,0.40939597315436244,1.0
1230000,3.4189382,5.071645415907711,2.9786747,0.41565533980582525,0.41565533980582525,1.0
1240000,3.418938,5.1763613861386135,2.955863,0.39245982694684795,0.39245982694684795,1.0
1250000,3.418938,5.097620500305064,2.9549305,0.41036585365853656,0.41036585365853656,1.0
1260000,3.4189382,5.053301029678982,2.9307902,0.4225181598062954,0.4225181598062954,1.0
1270000,3.4189382,5.209937888198758,2.9307902,0.39565217391304347,0.39565217391304347,1.0
1280000,3.418938,5.094627594627594,2.9058647,0.42047531992687387,0.42047531992687387,1.0
