Steps,Environment/Cumulative Reward
1030,85.8
1035,43.4
1040,42.6
1045,89.2
1050,82.8
1055,73
1060,91.2
1065,87.6
1070,92.6
1075,79
1080,83.6
1085,53
1090,86.6
1095,49.6
1100,52.6
1105,89
1110,50.6
1115,52.6
1120,85.8
1125,92.6
1130,87
1135,85.4
1140,47.8
1145,51.8
1150,91.4
1155,48.6
1160,89.2
1165,87
1170,91.2
1175,88.8
1180,91.8
1185,88.2
1190,89.4
1195,91.6
1200,51.2
1205,87.2
1210,89.2
1215,88.8
1220,48.8
1225,89.2
1230,93.2
1235,92.6
1240,53.6
1245,51.6
1250,85.8
1255,91.6
1260,89.4
1265,88.2
1270,93.6
1275,91.6
1280,86.8
1285,82.6
1290,88
1295,90.2
1300,87.8
1305,90.8
1310,49.6
1315,92.4
1320,49.2
1325,84
1330,85.2
1335,12.2
1340,46.6
1345,-27
1350,10.8
1355,48.4
1360,11.2
1365,50
1370,52.2
1375,89.2
1380,93.2
1385,89.2
1390,88.6
1395,42.6
1400,9.4
1405,86.2
1410,87.4
1415,88.6
1420,90.8
1425,91
1430,54.4
1435,87.2
1440,51.6
1445,91.4
1450,84.2
1455,90.4
1460,90.6
1465,55
1470,76
1475,13.4
1480,0
1485,89.4
1490,45
1495,83.2
1500,51.2
1505,45
1510,84.6
1515,93.6
1520,89.2
1525,83.2
1530,90.4
1535,84
1540,66.4
1545,88.6
1550,12
1555,42.8
1560,48.6
1565,84.4
1570,47.6
1575,92.6
1580,84.4
1585,86.6
1590,47.4
1595,87.2
1600,44.6
1605,48.2
1610,78.8
1615,51
1620,42.2
1625,90.2
1630,88.6
1635,94.4
1640,89.8
1645,90.6
1650,90.2
1655,49.6
1660,89.2
1665,88.6
1670,82
1675,44.8
1680,41
1685,80.8
1690,92
1695,88
1700,46.2
1705,52.4
1710,82.2
1715,78
1720,78.8
1725,52.2
1730,53.2
1735,16.4
1740,92
1745,85.2
1750,89.8
1755,45.8
1760,50.6
1765,93.8
1770,91.8
1775,43.2
1780,89.4
1785,52.4
1790,-38.8
1795,74.4
1800,45.4
1805,43.4
1810,80.4
1815,77
1820,82.4
1825,9.6
1830,88.4
1835,62.2
1840,47
1845,47.6
1850,33.6
1855,13.6
1860,42.2
1865,39.8
1870,70
1875,4
1880,86
1885,88.6
1890,33.6
1895,-16.4
1900,55.6
1905,51.4
1910,16
1915,-22.2
1920,-15.6
1925,79.6
1930,-20.2
1935,-3.6
1940,92.6
1945,54
1950,50
1955,32.8
1960,-24
1965,-36.8
1970,54.4
1975,70.8
1980,93.6
1985,12.8
1990,27.8
1995,-31.6
2000,84.8
2005,-1.8
2010,93.4
2015,40
2020,62.8
2025,44.8
2030,84.8
2035,32
2040,-34
2045,42.8
2050,67.2
2055,81.8
2060,80.8
2065,70.4
2070,43.6
2075,42
2080,43.2
2085,-4.8
2090,89.2
2095,28.2
2100,67.6
2105,84.2
2110,76.8
2115,45.4
2120,36
2125,79.8
2130,37.8
2135,75.6
2140,42
2145,43.6
2150,54.2
2155,35.8
2160,31
2165,76.8
2170,3.6
2175,39.4
2180,38
2185,84
2190,40
2195,85.4
2200,44.6
2205,4.4
2210,43
2215,77.8
2220,84
2225,75
2230,39.2
2235,85.8
2240,41.8
2245,76.2
2250,53.2
2255,81.6
2260,33.2
2265,54.8
2270,44.6
2275,44.8
2280,82
2285,72.6
2290,78.2
2295,14
2300,52.6
2305,36.6
2310,95.4
2315,73.4
2320,7.6
2325,14
2330,34.8
2335,83.6
2340,84.4
2345,80.2
2350,67.4
2355,79.2
2360,75
2365,69.6
2370,90.8
2375,17.8
2380,37.8
2385,87.8
2390,54
2395,-10
2400,40.2
2405,67.2
2410,29.4
2415,-74.2
2420,48.4
2425,76.6
2430,52.8
2435,61.8
2440,64.6
2445,-14.6
2450,-29.4
2455,38.6
2460,14.2
2465,-24.6
2470,27.6
2475,44.8
2480,-28
2485,84.2
2490,88.8
2495,-27.6
2500,82.8
2505,91.2
2510,84
2515,-2.4
2520,36.2
2525,29.6
2530,66.8
2535,46
2540,-27.4
2545,44.6
2550,-16.8
2555,36.4
2560,-64.6
2565,11.6
2570,-61
2575,-100
2580,42
2585,40
2590,54.6
2595,-33.4
2600,47.8
2605,-8.6
2610,-3.2
2615,-4.6
2620,-62.6
2625,9.6
2630,13.4
2635,-22
2640,-27.2
2645,14.2
2650,-39.2
2655,-65.4
2660,11
2665,-24.6
2670,41.6
2675,4
2680,-8.8
2685,2.6
2690,17.4
2695,43.2
2700,47
2705,55.6
2710,17.4
2715,32.8
2720,-22.6
2725,39.2
2730,-29.8
2735,55.8
2740,4.2
2745,13.4
2750,14.6
2755,13.2
2760,-26
2765,79
2770,83.8
2775,31.6
2780,53.4
2785,79.2
2790,75.2
2795,61.2
2800,73.8
2805,31.8
2810,63.4
2815,40
2820,50.4
2825,-29
2830,42.8
2835,34.8
2840,44.2
2845,52.6
2850,54.6
2855,-31
2860,67.4
2865,88
2870,66.6
2875,-75.8
2880,-0.8
2885,12.6
2890,-64
2895,-24.4
2900,93
2905,-70.8
2910,-38.2
2915,-65.6
2920,-27.6
2925,2.6
2930,0.4
2935,-23
2940,-25.2
2945,4.8
2950,-26.4
2955,17
2960,5.2
2965,-14
2970,-4.8
2975,-49.2
2980,-74.8
2985,84.2
2990,7.2
2995,93.8
3000,43.6
3005,79.6
3010,40.2
3015,75.4
3020,6.2
3025,-13.2
3030,45.4
3035,45.8
3040,-42.6
3045,20.4
3050,27.6
3055,50.6
3060,43.2
3065,51.8
3070,32.6
3075,76
3080,64.6
3085,93.6
3090,-5.4
3095,35
3100,78.2
3105,49.2
3110,75
3115,49
3120,88.8
3125,89.2
3130,-25.4
3135,59.4
3140,10.8
3145,-24.8
3150,36.2
3155,51.8
3160,15.6
3165,58.6
3170,3
3175,1.8
3180,29.4
3185,66
3190,82.6
3195,40.6
3200,80.8
3205,36.6
3210,39.2
3215,0.6
3220,56.6
3225,54.4
3230,1.8
3235,51.2
3240,54.4
3245,14.4
3250,29.2
3255,38.4
3260,50.6
3265,40.2
3270,58.2
3275,-14.4
3280,39
3285,47.6
3290,8.6
3295,41.8
3300,80.2
3305,-32.4
3310,45
3315,-26.2
3320,-1.4
3325,45
3330,68.2
3335,12.8
3340,66
3345,2
3350,-7.8
3355,55.4
3360,50.8
3365,21.6
3370,3.4
3375,9.2
3380,77.4
3385,73.6
3390,36.6
3395,87
3400,89.6
3405,57.8
3410,-13.6
3415,4.2
3420,-30.2
3425,39.6
3430,79.4
3435,45.6
3440,42
3445,19
3450,27.8
3455,-0.8
3460,81.4
3465,79.8
3470,33.4
3475,42.2
3480,8.6
3485,7.8
3490,74
3495,47.2
3500,62.6
3505,78.2
3510,9.8
3515,64.4
3520,-12
3525,49
3530,-27.6
3535,27
3540,48
3545,87.6
3550,36.8
3555,35
3560,81.2
3565,48.8
3570,31
3575,-3.8
3580,-3.2
3585,10.8
3590,47
3595,-0.2
3600,-32.4
3605,86.2
3610,67.2
3615,2
3620,74.8
3625,-12
3630,39.6
3635,40.8
3640,-2.6
3645,11
3650,49.8
3655,5
3660,16
3665,40.6
3670,-18
3675,-67.2
3680,43.8
3685,-61.4
3690,40
3695,-34.6
3700,-32
3705,-49.2
3710,12.2
3715,42.8
3720,-64.8
3725,1.8
3730,1
3735,-60
3740,-24
3745,26.8
3750,-23.8
3755,15
3760,-40.8
3765,23.8
3770,-4
3775,39.8
3780,6.8
3785,61
3790,37.6
3795,-31.4
3800,-22.2
3805,6.4
3810,64.8
3815,7.8
3820,63.6
3825,-23.8
3830,69.6
3835,-46.4
3840,-51.2
3845,33.2
3850,-26.2
3855,84.6
3860,2.4
3865,91
3870,-15
3875,28.4
3880,43.6
3885,5.8
3890,-6.2
3895,16.6
3900,11.2
3905,55.2
3910,9.8
3915,18.4
3920,88.6
3925,29.8
3930,78.4
3935,38.2
3940,0.6
3945,-24.8
3950,8.8
3955,-26.8
3960,-103.8
3965,-67.8
3970,42.6
3975,-2.2
3980,44.4
3985,76.4
3990,-12.2
3995,-1.2
4000,-10
