Steps,Environment/Cumulative Reward
825,-88.8
830,-49.4
835,-111
840,-74.6
845,-79.8
850,-82
855,12.6
860,2
865,-56.2
870,9.2
875,10.6
880,-90.2
885,-89.4
890,-126
895,-69.6
900,6.4
905,-13.4
910,-35.8
915,-18.2
920,-77
925,-24.4
930,-29.6
935,-71
940,-42.8
945,-18.4
950,-41.6
955,5.4
960,-104.6
965,-88.6
970,-32.4
975,-110.4
980,28.4
985,-62.6
990,24
995,-52.6
1000,-88.6
1005,-19
1010,-79.6
1015,-65.8
1020,59.2
1025,-38.6
1030,-0.6
1035,-55
1040,-24.6
1045,9.2
1050,-113
1055,-58.8
1060,42.6
1065,-31.8
1070,-123
1075,-44.6
1080,-42
1085,5.8
1090,-48.6
1095,-65.2
1100,-29.4
1105,-89
1110,33.8
1115,-12.8
1120,-11
1125,11.8
1130,23.8
1135,-76.2
1140,3.4
1145,-85
1150,-32
1155,-72.2
1160,-26
1165,-86
1170,-8.6
1175,-109.2
1180,-80
1185,-10.6
1190,2
1195,-42.2
1200,-13.8
1205,-34.2
1210,-112.8
1215,-7
1220,-30.6
1225,-68.4
1230,-84.8
1235,-39.8
1240,15.8
1245,-71.8
1250,-85
1255,-34.6
1260,-47
1265,-41
1270,-14.2
1275,-22
1280,-73.4
1285,-47.8
1290,3.8
1295,-61.6
1300,-84.2
1305,-43
1310,-74.4
1315,-79
1320,-34.2
1325,-81
1330,-39
1335,-9.8
1340,-105.2
1345,-85
1350,-40.2
1355,-60.8
1360,-9.6
1365,-137.4
1370,-29.8
1375,-34.2
1380,-44.2
1385,-22.2
1390,-50.6
1395,3.6
1400,11.4
1405,8
1410,37.4
1415,-96.4
1420,-4.6
1425,-102.8
1430,-51.2
1435,-49
1440,-55.8
1445,-90.4
1450,-51
1455,-123.2
1460,-91.6
1465,-80.4
1470,-97.6
1475,-73.8
1480,-73.4
1485,-80.4
1490,-32.6
1495,-62.6
1500,-75.2
1505,-39.2
1510,-77
1515,-93.4
1520,-76.4
1525,-45.2
1530,49.2
1535,-94.6
1540,-99.8
1545,-18.6
1550,14
1555,-56
1560,-30.4
1565,-84.6
1570,-56.2
1575,-84.2
1580,-45.8
1585,-134.8
1590,-46.4
1595,28
1600,-127.4
1605,-68.8
1610,-14.6
1615,-37.4
1620,-104.2
1625,-79
1630,6.4
1635,-87.4
1640,-94.2
1645,5.4
1650,-112.4
1655,5.4
1660,-78.2
1665,-49.4
1670,3.6
1675,-41.8
1680,-51.6
1685,1.6
1690,-133.6
1695,-89.2
1700,42.6
1705,-37
1710,-31
1715,-44.4
1720,3.4
1725,4.2
1730,-71.2
1735,-25.6
1740,-30.4
1745,-53.6
1750,-88
1755,-74.8
1760,-55
1765,-42.2
1770,15.2
1775,42.8
1780,-48.4
1785,-70.6
1790,-80.2
1795,-74.4
1800,-51.2
1805,-29.6
1810,-78.8
1815,-20.2
1820,-39.2
1825,-14.4
1830,-40.4
1835,-6
1840,45
1845,-51
1850,-88
1855,-62.2
1860,-88.4
1865,-54.6
1870,-39.8
1875,-10
1880,-50.2
1885,-75.8
1890,-79.4
1895,-38.2
1900,-54.2
1905,-60
1910,2.2
1915,36.4
1920,45.4
1925,-27.6
1930,-102.6
1935,-136.4
1940,-8.4
1945,-38.4
1950,-15
1955,-67.2
1960,-29
1965,-6.8
1970,-33.4
1975,-57
1980,-37.2
1985,-48.2
1990,-89.4
1995,-56.6
2000,-7.2
2005,-113.2
2010,-49.8
2015,0.2
2020,-121.4
2025,-26.8
2030,-64.2
2035,-77.6
2040,-47.8
2045,-35.8
2050,-129.8
2055,37.6
2060,15.2
2065,-24.4
2070,-73
2075,-7
2080,-7.8
2085,-128.8
2090,-2.2
2095,-42.6
2100,-4.8
2105,-113.2
2110,-27.8
2115,-106.8
2120,-60
2125,-101.6
2130,-52.4
2135,37
2140,14.6
2145,-59.4
2150,-49.2
2155,-102
2160,16
2165,43.8
2170,56.4
2175,-38.2
2180,-0.8
2185,-88.8
2190,-75.4
2195,-47.6
2200,-65.2
2205,-38.2
2210,-46.6
2215,-27
2220,47
2225,-35.8
2230,-53.8
2235,-35.8
2240,-71
2245,-38.8
2250,-78.2
2255,-2
2260,-77.4
2265,-42.2
2270,-49.2
2275,7.4
2280,-99
2285,-74.6
2290,-42
2295,-17.6
2300,-20
2305,-40.2
2310,-70.6
2315,-72.8
2320,4
2325,-25.4
2330,-93.2
2335,-63.4
2340,-48.6
2345,-87.8
2350,42.4
2355,-77.2
2360,-121.2
2365,-11.2
2370,-46.6
2375,-84.6
2380,-44.6
2385,-95.8
2390,-97.4
2395,-67.8
2400,-75.6
2405,-35
2410,-17.2
2415,-10.8
2420,-34.6
2425,-49.4
2430,-37.8
2435,-67.4
2440,-75
2445,-9.4
2450,-82.6
2455,-50.4
2460,-9.4
2465,-68.8
2470,-36.2
2475,-4
2480,-3
2485,-34.4
2490,-74.6
2495,-117.2
2500,-47.8
2505,-46.8
2510,11.2
2515,-94
2520,-67.6
2525,-22.8
2530,-121.6
2535,0
2540,-72
2545,-20.8
2550,-73.6
2555,-34.6
2560,-85.6
2565,-38
2570,1.8
2575,-3.8
2580,-69.8
2585,-38
2590,-106.2
2595,4.4
2600,32.4
2605,-40.4
2610,-26
2615,-4
2620,-85.2
2625,36.2
2630,-5.8
2635,-148.6
2640,-90.6
2645,15
2650,-34
2655,3.6
2660,-35
2665,-23.4
2670,13.6
2675,-61.2
2680,-50
2685,-7
2690,-3.2
2695,-37.6
2700,87
2705,-45.8
2710,-38.8
2715,-12.2
2720,-102.8
2725,-81.4
2730,46
2735,-21.2
2740,-75.2
2745,16
2750,-51
2755,-25
2760,-51.2
2765,37.6
2770,-8
2775,-21.8
2780,-30.2
2785,-81.2
2790,15
2795,-85.2
2800,-87.6
2805,-76.8
2810,-69.8
2815,-101.6
2820,-28.2
2825,-85.8
2830,-45
2835,-26.4
2840,-47.6
2845,-9
2850,-41.2
2855,-89.4
2860,4.8
2865,-35.8
2870,-32
2875,-52.4
2880,-26.2
2885,-55.4
2890,11.6
2895,-54.2
2900,-58.6
2905,-58.8
2910,-61
2915,13.2
2920,1.6
2925,6.8
2930,4
2935,-4.4
2940,-9.8
2945,45.4
2950,-9.6
2955,-46
2960,-80.4
2965,-39.8
2970,-18.4
2975,-34.2
2980,-68.6
2985,-83.6
2990,-86.6
2995,-86.6
3000,-17.6
3005,-88.6
3010,-42.8
3015,29.2
3020,-54.4
3025,-38.8
3030,80.2
3035,8.6
3040,-80.2
3045,-17.8
3050,-21.2
3055,47.2
3060,-53.6
3065,-116.6
3070,3.8
3075,42.4
3080,0
3085,0.6
3090,37.2
3095,-74.8
3100,-3.8
3105,15
3110,-36.4
3115,12.8
3120,-4.2
3125,-69.8
3130,-101.8
3135,-63.4
3140,-66
3145,14.2
3150,23.6
3155,-32.2
3160,-88.4
3165,-116.6
3170,0.2
3175,9.2
3180,-4.4
3185,-79.6
3190,-73.4
3195,3.6
3200,-58.8
3205,-31.4
3210,-103.6
3215,9
3220,-55
3225,-25.2
3230,-79.2
3235,-80
3240,3.8
3245,-28.4
3250,-28.6
3255,-81
3260,-67.2
3265,-82.2
3270,93.8
3275,-11.8
3280,-37.2
3285,-51.2
3290,-39.6
3295,-10.8
3300,1.8
3305,-42.2
3310,-32
3315,-124.2
3320,-23.2
3325,-93
3330,0.4
3335,4.4
3340,-50.2
3345,37.6
3350,-77.8
3355,-10.6
3360,47.4
3365,-37.4
3370,-64.4
3375,37
3380,-35.2
3385,-6.2
3390,-40.8
3395,-93
3400,36
3405,-75.4
3410,-42.6
3415,6.6
3420,-8.4
3425,37.8
3430,-74.4
3435,-37
3440,54
3445,40.4
3450,0.4
3455,-125.4
3460,2.6
3465,-4.8
3470,-29.6
3475,-36.4
3480,-79.4
3485,-32.2
3490,-23.6
3495,-54.8
3500,72.6
3505,3.6
3510,8.8
3515,-48.2
3520,-40.8
3525,-4.6
3530,-47.4
3535,-47
3540,6
3545,-47.6
3550,-102.6
3555,48.2
3560,-86.4
3565,-35.6
3570,-80.2
3575,-22.8
3580,-57
3585,-5.8
3590,-24.4
3595,-42.6
3600,-40.2
3605,-68.2
3610,-82.2
3615,2
3620,-16.8
3625,-80.8
3630,8.4
3635,-28.4
3640,-89.2
3645,-1.2
3650,-39.4
3655,38.8
3660,-5.2
3665,37.6
3670,-51.6
3675,-33.8
3680,47.6
3685,-4.4
3690,1.2
3695,-34.4
3700,-46
3705,3.4
3710,-1.8
3715,44.4
3720,2.2
3725,-44.8
3730,-43.2
3735,5.4
3740,-39.4
3745,-45.6
3750,7.2
3755,-42.8
3760,-49.4
3765,-46.6
3770,-47.6
3775,43
3780,-71.6
3785,2.6
3790,-85.8
3795,11.2
3800,-85.2
3805,-26.6
3810,-12.4
3815,-114.2
3820,-45.8
3825,23
3830,51.6
3835,-7.6
3840,-46.4
3845,-33
3850,-81
3855,-25.6
3860,-86
3865,7.8
3870,-96.8
3875,-7
3880,-85.8
3885,47
3890,42.6
3895,-84.6
3900,2.8
3905,36.6
3910,-42.8
3915,-58.4
3920,16.8
3925,-38
3930,-1.2
3935,-54.6
3940,-123.8
3945,-17
3950,-77
3955,18
3960,-42.2
3965,32
3970,-70.2
3975,-4.2
3980,-26.8
3985,2
3990,-24.6
3995,-37.8
4000,36.4
4005,-49.8
