Steps,Environment/Cumulative Reward
1354,79
1356,78
1358,76
1360,78
1362,72
1364,74
1366,72
1368,79
1370,74
1372,78
1374,77
1376,74
1378,76
1380,77
1382,78
1384,75
1386,79
1388,76
1390,78
1392,74
1394,77
1396,78
1398,71
1400,78
1402,72
1404,76
1406,74
1408,69
1410,73
1412,80
1414,73
1416,75
1418,68
1420,77
1422,76
1424,76
1426,76
1428,78
1430,75
1432,76
1434,73
1436,75
1438,77
1440,74
1442,80
1444,77
1446,72
1448,75
1450,73
1452,81
1454,76
1456,74
1458,76
1460,75
1462,75
1464,76
1466,77
1468,79
1470,78
1472,74
1474,75
1476,79
1478,74
1480,77
1482,73
1484,81
1486,79
1488,79
1490,80
1492,77
1494,72
1496,78
1498,72
1500,78
1502,75
1504,77
1506,79
1508,78
1510,77
1512,69
1514,78
1516,78
1518,79
1520,79
1522,74
1524,72
1526,79
1528,79
1530,74
1532,73
1534,79
1536,70
1538,75
1540,77
1542,73
1544,67
1546,81
1548,80
1550,74
1552,79
1554,73
1556,78
1558,80
1560,73
1562,81
1564,70
1566,78
1568,77
1570,73
1572,74
1574,76
1576,73
1578,77
1580,75
1582,79
1584,77
1586,75
1588,77
1590,76
1592,72
1594,75
1596,70
1598,77
1600,80
1602,75
1604,77
1606,74
1608,78
1610,75
1612,77
1614,78
1616,77
1618,79
1620,74
1622,77
1624,75
1626,80
1628,79
1630,74
1632,75
1634,75
1636,72
1638,76
1640,76
1642,75
1644,76
1646,74
1648,72
1650,74
1652,71
1654,75
1656,77
1658,75
1660,76
1662,74
1664,78
1666,71
1668,70
1670,77
1672,74
1674,78
1676,70
1678,79
1680,71
1682,74
1684,78
1686,79
1688,67
1690,78
1692,76
1694,79
1696,75
1698,78
1700,72
1702,76
1704,80
1706,74
1708,74
1710,74
1712,74
1714,78
1716,79
1718,76
1720,75
1722,77
1724,78
1726,72
1728,75
1730,68
1732,73
1734,75
1736,76
1738,73
1740,78
1742,76
1744,74
1746,67
1748,78
1750,77
1752,74
1754,77
1756,75
1758,78
1760,78
1762,72
1764,75
1766,73
1768,74
1770,71
1772,75
1774,76
1776,68
1778,75
1780,77
1782,78
1784,75
1786,74
1788,76
1790,73
1792,76
1794,77
1796,71
1798,71
1800,79
1802,71
1804,74
1806,79
1808,72
1810,74
1812,75
1814,75
1816,73
1818,78
1820,78
1822,74
1824,78
1826,78
1828,74
1830,70
1832,79
1834,78
1836,73
1838,79
1840,76
1842,79
1844,79
1846,76
1848,72
1850,76
1852,73
1854,71
1856,78
1858,77
1860,75
1862,72
1864,77
1866,75
1868,75
1870,73
1872,74
1874,76
1876,72
1878,68
1880,76
1882,79
1884,77
1886,75
1888,73
1890,76
1892,74
1894,72
1896,66
1898,78
1900,76
1902,76
1904,73
1906,78
1908,81
1910,76
1912,77
1914,79
1916,71
1918,79
1920,67
1922,76
1924,75
1926,78
1928,76
1930,79
1932,77
1934,76
1936,76
1938,73
1940,75
1942,76
1944,75
1946,70
1948,75
1950,76
1952,71
1954,77
1956,76
1958,78
1960,72
1962,79
1964,77
1966,72
1968,77
1970,79
1972,76
1974,75
1976,79
1978,76
1980,77
1982,72
1984,78
1986,73
1988,76
1990,79
1992,76
1994,79
1996,78
1998,77
2000,77
